38,Private,150601,6,Separated,Adm-clerical,Unmarried,White,Male,0,3770,40,United-States,0
38,Self-emp-not-inc,164526,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,2824,45,United-States,1
32,Private,136204,14,Separated,Exec-managerial,Not-in-family,White,Male,0,2824,55,United-States,1
46,Private,45363,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,2824,40,United-States,1
45,Private,172822,7,Divorced,Transport-moving,Not-in-family,White,Male,0,2824,76,United-States,1
57,Private,317847,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,2824,50,United-States,1
34,Private,203034,13,Separated,Sales,Not-in-family,White,Male,0,2824,50,United-States,1
37,Private,188774,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,2824,40,United-States,1
51,Private,153870,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2603,40,United-States,0
21,Private,34310,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2603,40,United-States,0
33,Private,228696,2,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,2603,32,Mexico,0
49,Private,122066,3,Married-civ-spouse,Other-service,Husband,White,Male,0,2603,40,Greece,0
37,Self-emp-inc,107164,6,Never-married,Transport-moving,Not-in-family,White,Male,0,2559,50,United-States,1
38,Private,175360,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,2559,90,United-States,1
23,Private,44064,10,Separated,Other-service,Not-in-family,White,Male,0,2559,40,United-States,1
52,Private,198863,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,2559,60,United-States,1
51,Private,123011,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,2559,50,United-States,1
60,Self-emp-not-inc,205246,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,2559,50,United-States,1
53,Private,149650,9,Never-married,Sales,Not-in-family,White,Male,0,2559,48,United-States,1
44,Private,326232,13,Divorced,Exec-managerial,Unmarried,White,Male,0,2547,50,United-States,1
71,Private,110380,9,Married-civ-spouse,Sales,Husband,White,Male,0,2467,52,United-States,0
73,Self-emp-not-inc,233882,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,2457,40,Vietnam,0
40,Self-emp-not-inc,335549,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,2444,45,United-States,1
51,State-gov,68898,11,Divorced,Tech-support,Not-in-family,White,Male,0,2444,39,United-States,1
39,Private,141584,14,Never-married,Sales,Not-in-family,White,Male,0,2444,45,United-States,1
32,Private,207668,13,Never-married,Exec-managerial,Other-relative,White,Male,0,2444,50,United-States,1
53,Private,313243,10,Separated,Craft-repair,Not-in-family,White,Male,0,2444,45,United-States,1
40,Local-gov,147372,10,Never-married,Protective-serv,Not-in-family,White,Male,0,2444,40,United-States,1
33,Private,194901,11,Separated,Craft-repair,Not-in-family,White,Male,0,2444,42,United-States,1
43,Private,155106,12,Divorced,Craft-repair,Not-in-family,White,Male,0,2444,70,United-States,1
50,Self-emp-inc,121441,7,Never-married,Exec-managerial,Other-relative,White,Male,0,2444,40,United-States,1
51,Self-emp-not-inc,160724,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,2415,40,China,1
41,Private,132222,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,40,United-States,1
37,Private,329980,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,United-States,1
55,Self-emp-inc,124137,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,35,Greece,1
39,Self-emp-inc,329980,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,60,United-States,1
42,Self-emp-inc,187702,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States,1
49,Private,199029,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,55,United-States,1
47,Self-emp-not-inc,145290,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States,1
41,Local-gov,297248,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,1
55,Self-emp-inc,227856,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States,1
42,Private,154374,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,United-States,1
